tag	consumer_complaint_narrative
complaint	Basura y vergonzosa estrategia de marketing para que los de Spotify Free se conviertan a premium.
complaint	Siempre problemas continuos actualice por mejor y fue peor, hasta cuándo los desarrolladores harán algo bueno, cuando partió no era así.
complaint	El localizador es malo, y los taxistas no se molestan en leer los mensajes gasta el final...
complaint	Aplicación lenta, muy lenta.
complaint	No se porque pero ya no me deja enviar canciones
complaint	No me gustó para nada por que lo descarge en mi tablet , y cuando salí de la aplicación no pude entrar más y se quedaba en amarillo.
complaint	Venia bien la aplicación hasta que en reiteradas ocasiones me borro los álbumes y playlist que tenía guardadas.
complaint	En esta Actualizacion tengo el problema de que no puedo controlar mis dispositivos con el teléfono, aveces funciona y se detiene de repente y de ahí para allá es imposible sincronizarlos de nuevo.
complaint	La aplicación se queda pegada y se cierra sola...
complaint	Desps de la ultima actualización ya no me da la opción de enviar gif
complaint	Que porquería.
complaint	La verdad me molesta mucho que al actualizar la app se muestre igual que antes, en realidad no cambio..
complaint	Tengo plan premium familiar y eliminaron tres cuentas de mi plan ya que no podian verificar que ellos vivian conmigo es absurdo! Estoy pagando el precio completo y mi hermana y papas no pueden tener spotify premium.
complaint	Tengo que cerrar y volver a abrir la app mil veces y en una de esas tener suerte de que agarre.
complaint	Pesa demasiado solo por enviar mensajes, y para volmo antes se podia mover a la memoria SD y ahora no da la opcion.
complaint	Sigo teniendo el mismo problema.
complaint	A veces las reservas para otro momento, las no inmediatas, desaparecen sin dejar rastro, y puedes quedarte esperando tu taxi en vano
complaint	Con la fusión de Mytaxi y Hailo se ha perdido totalmente el buen servicio que proporcionaba Hailo.
complaint	Sigo sin estar de acuerdo con la incorporación de los estados...
complaint	Tengo Moto X Play y esta aplicación es verdaderamente horrorosa, me tiene chato.
complaint	Està bien pero antes me avisaban con más tiempo por email y tenías certeza de que estaba hecha la reserva.
complaint	Por tercera vez vienen a buscarme al portal de al lado, Treviana 3, cuando llamo desde mi casa, Treviana 1, que es la dirección que tengo registrada.
complaint	No avisa los contactos como antes arreglenlo los demás esta bien pero esa opción de contacto q Avia no ay da asco ahora arreglenlo
complaint	Aparecen solo 3 años que son: 2016,2017,2018.
complaint	Antes estaba todo perfecto pero ahora prefiero no usarla tanto.
meaningless	Pues como que ya han sacado la version 1.
complaint	No me gusta que Facebook me obligue a descargar una aplicación que ocupa demasiado espacio, solo por leer mensajes.
complaint	La aplicación se abre y cierra sola, hace que mi equipo tambien se ponga lento.
complaint	No puedo iniciar sesión me sale oh no inténtelo más tarde por favor podrían arreglarlo mi celular es un Samsung galaxi s7 edge
complaint	En ningún momento te aseguran que puedas pagar con la tarjeta. No te queda nada claro.
complaint	No se que le hicieron pero me resulta molesto.
complaint	Ahí se nota cuando las empresas sólo quieren dinero.
complaint	Prefiero como era antes como un menaje normal.
complaint	Es Muy Buena,Aunque Últimamente Se Detiene.
complaint	Mala actualización, no puedo ver los estados ni cambiar foto ni descargar nada.
complaint	No se que le pasa a Spotify móvil.
complaint	Y lo peor es que con tantos malos comentarios y no la arreglan.
complaint	Esta aplicación no vale lo que pesa,no me llegan los mensajes,sé traba mucho,incluso en conversaciones grupales no me aparece ningúno de los mensajes enviados.
complaint	Hicieron mal al quitar el filtro de Breaking Bad Heisenberg
complaint	¿Por que si no llevo auriculares, lo tiene que oír todo el vagón! ! ??, ahora incontrolable no va el volumen de la app distorsióna, pide manejar las llamadas con el manos libres del coche! !, para cuando?
complaint	MUY MALA ACTUALIZACIÓN.
complaint	Ya he tenido snapchat en este dispositivo y no he tenido problemas con los filtros, pero ahora no me cargan.
complaint	Es la peor mierda que han echo.
complaint	Sigue siendo la misma versión.
complaint	No me gusta que haya que pagar cada vez.
complaint	Cuando te aceptan el servicio, resulta complicado contactar con el taxista. Interfaz poco intuitiva
complaint	Salen muchos anuncios y no puedo mandar mensajes a veces
complaint	La he intentado utilizar varias veces y nunca he conseguido un taxi.
complaint	Tengo problemas... Solo me aparecen 17 filtros y en las imagenes se ven mas....ayuda por favor
complaint	No sirve el video llamada se distorciona mucho....y no tiene calidad....hd..
complaint	Es una perra sarnosa y ademas no salen los filtros es una perra completa
complaint	El problema es el espacio que ocupa demasiado y sigue aumentando.
complaint	Prácticamente Te Obligan A Descargarla Pesa Mucho Se Actualiza A Cada Rato y Al Total Pedo Las Llamadas Son Un Asco Para Que Lleguen Los Mensajes Tengo Que Abrir La App A Cada Rato Y Los Emoticones Son Feos
complaint	Yo soy usuario premium y me borró las playlist descargadas.
complaint	Y no, no es mi internet y no soy el unico con este problema.
complaint	Me encanta Snapchat pero desde la última actualización la cámara está andando muy mal.
complaint	Sigan con esas ganas, el servicio es estupendo y con precios accesibles.
complaint	No entiendo por qué no me aparecen los filtros, ya lo instale como tres veces y me sigue sin aparecer la opción para usarlos.
complaint	Me gusta Facebook, pero no me gusta que Facebook me obligue a tener esta pésima app Messenger que además de ser mala es pesadísima.
complaint	No sirve pongo mi cuenta y dice no encontramos un perfil sabe q tanto de todos modos gracias es una basura
complaint	Muy bien pero precio demasiado bajo. En realidad cuesta mas el taxi
complaint	Que no me llegan los mensajes osea no me llega y de repente sale la burbujita de wats
complaint	No puedes ver mensajes archivados, apams, etc.
complaint	Esperaba mucho más del servicio \"premium\" la aplicación.
complaint	Muy mala aplicación después de tantas actualizaciones.
complaint	Cada vez está peor, está muuuy pesada (es la más pesada de mis aplicaciones) y cada vez falla más: se sale a medio mensaje, tarda años para reaccionar, se atora, no me avisa si tengo mensajes...
complaint	Ni si quiera sirve el descuento.
complaint	No estoy segura, pero he notado que con cada actualización la cámara se ve peor.
complaint	Me gustó mucho pero yo antes la tenia y me funcionaba bien la desinstale pero la volví a instalar y ahora no puedo poner los filtros de perritos y esos😏😏
complaint	Es demasiado incomodo, alenta y calienta los distintos dispositivos que tengo y es muy MOLESTO que sea obligatorio aun teniendo el face en google chrome del mobile...
complaint	Un cambio nefasto.
complaint	Pero el Spotify familiar es pesimo...
complaint	No vale para enviar a otros un taxi
complaint	No me gusta la actualización xk aun no me sale para poner mi dia y no puedo ver él día de mis amistades 😣😢 pueden ayudarme con eso por favor
complaint	Menos intuitiva, pocos menús.
complaint	No me obligues a usarla más de lo que no quiero.
request	El hotel está bien, pero necesita ser renovado
complaint	Cada vez estas cosas piden más recursos..
complaint	Spotify, antes eras chévere.
request	Si los quitaran sería genial.
complaint	Ahora es imposible disfrutar la música si no tienes premium.
complaint	Odio tanto que tenga que bajar Messenger aparte de Facebook.
request	Me gustaría que se pudiera borrar las fotos sin que días después vuelvan a aparecer
complaint	Puedo escribirlo con groserías pero seré amable para que me tomen en cuenta....
complaint	La reproducción aleatoria en las playlist es mala.
request	POR FAVOR arreglen eso y con gusto pondré una calificación mayor que sea de cinco estrellas GRACIAS
request	variedad del desayuno (es el mismo todos los días). no sirven café colombiano.
complaint	Me gusta mucha la aplicación, pero no me reconoce la cara.
request	lleva varios dias diciendome lo mismo PORFAVOR solucionen ese problema.
meaningless	Pero no todo son penurias
comment	El hotel es muy correcto.
comment	Los servicios del hotel y las instalaciones son muy cómodas.
comment	Las instalaciones estaban impecables y el servicio del personal en recepción fue siempre amable y dispuesto a atender nuestras necesidades.
complaint	Siempre complicando y rompiendo las pelotas ustedes!
comment	El desayuno incluido estaba muy bien.
comment	La cama excelente
comment	Nos fuimos satisfechos.
comment	Muy rico y variado el desayuno.
comment	Todo me resultó excelente,
comment	Atención desayuno
complaint	Y pongo mayo y se pone en abril.
comment	Todo estaba muy limpio, y tenía todo lo necesario
comment	Cuenta con un ascensor amplio en el que se puede subir con maletas grandes.
comment	Muy buena comida, la decoración muy original
comment	Exelente
comment	te preparan omellette en el desayuno
complaint	No me gustan las apps que me obligan a tenerlas.
complaint	Al profesional no le quedaba claro el método de pago.
comment	Destacó la manualidades y profesionalismo de los funcionarios.
request	Porque? Me pueden ayudar? Ya la he desinstalado y volver a instalar pero me sigue pasando lo mismo, y tampien he reiniciado el movil, porque me pasa esto?
request	Por favor arreglen estos problemas
comment	El personal muy atento.
comment	Es un lugar espectacular.
comment	El autor ha considerado más la efectividad que el uso de un pomposo GUI -cosa que aplaudo-
comment	Bien situado sin ruidos y habitaciones amplias y muy limpias.
complaint	Se actualiza demasiado tengo que abrir y cerrar para verificar si me llego un mensaje o no.
comment	el hotel está muy bien, las habitaciones también fuimos 2 niños 2 adultos.
comment	Recomendado 100%.
comment	Me encanta por que siempre consigo taxi.
comment	Son EXCELENTES.
comment	La ubicacion del hotel y la atencion de recepcion impecable.
complaint	Como desactivo la opción de Lyrics de genius? Es malisima me han aparecido solo como 3 canciones, ya utilizo musixmatch.
comment	Excelente la zona de pileta.
complaint	Hola, Cada vez que entro a la aplicacion se sale sola.
comment	Todo limpio.
comment	Muy rico el buffet del desayuno, todo bueno; las verduras, las medialunas.
comment	El hotel está muy bien ubicado en el centro turístico de Valencia, se puede acceder caminando a todos los puntos históricos, Catedral, Ayuntamiento.
comment	El desayuno es amplio, variado y muy bien organizado
request	Falto pasta y cepillo dental dentro de la habitacion, pantuflas y mas frascos de shampoo.
comment	El desayuno estupendo , servido a la carta y con una estupenda variedad de platos.
complaint	No me gusta, xq agarra mucho espacio, y tengo que estar borrando otras cosas, seria mejor si la unen con FBK igual que las otras entradas o obciones q tienen sin bajar mas aplicaciones
comment	Atención en recepción, limpieza, muy buena ubicación, lindas habitaciones y el restaurante Uco que se come bárbaro en un ambiente genial.
comment	El hotel es nuevo, confortable.
comment	Todo fue fenomenal
complaint	Tengo el mismo problema que muchos usuarios, tengo mi cuenta premium..
comment	Muy bueno
comment	Las habitaciones están perfectamente equipadas.
request	Sería bueno, digamos, poder poner una alarma con música de Spotify o algo así.
comment	100% recomendable, volveremos pronto!
comment	TODO FUE MUY BIEN, COMO SIEMPRE LOS DESAYUNOS ESPECTACULARES, PERO SE PAGAN BIEN
comment	El hotel esta muy bien, bien situado, limpio con un personal muy amable y muy atento.
comment	La ubicación del hotel es excelente para mí en Lima.
comment	Todo el personal muy amable.
comment	El restaurante que tienen es excelente.
comment	La Ubicación es céntrica y a pasos de la Gran Via, pero sin el ruido de la misma.
comment	Excelente relación calidad/precio.
comment	Buen hotel, es todo nuevo, por lo que están todas las instalaciones muy bien.
comment	Como dije: habitaciones inmejorables, Cama, TV, A.
comment	Esta en español y tambien soporta flash ( me sorprendio)
comment	Pero por lo demás una estancia de 10.
request	Y busque snapchat para tablet y no pude hacer nada, arreglen eso por favor.
comment	Las camas y almohadas cómodas.
comment	Es igual que en las fotos.
comment	La habitación que nos alojamos era agradable, de buenas dimensiones y acorde a la tarifa que pagamos
comment	La decoración también nos gustó mucho.
comment	Buenísima ubicación en pleno Palermo.
comment	-Tiene complementos para instalar
comment	Excelente situación y trato, lleno de detalles que ha hecho nuestra estancia muy cómoda y memorable.
comment	Comodidad de departamento mas servicios de hotel.
comment	Buenas camas y amabilidad del personal.
comment	EL DESAYUNO Y EL TRATO AMABLE DEL SERVICIO
comment	Me encantó todo, hasta el más mínimo detalle.
comment	Calidad de música buena, muchísima variedad y barato el premium, aunque podrían aumentar las opciones de pago.
comment	Gran ubicación, en plena zona rosa.
comment	Muy buena atención del personal Habitación confortable
comment	Muy buena ubicación.
comment	Muy bien ambientado y muy buena ubicación.
comment	Y muy original el desayuno! Toda una delicadeza.
comment	Ubicación al lado del aeropuerto, personal muy amable, habitación de ensueño
comment	la cama muy cómoda, la comida, la atención del personal.
comment	El desayuno es espectacular: buffet variado, de muy buena calidad, con productos muy frescos, el pan y la pastelería excelentes.
complaint	Ah, tampoco carga para ver lo contactos que están conectados.
comment	El apartamento es muy cómodo y confortable.
comment	Agradecí muchisimo que tuviera un espejo de cuerpo entero!! Además tiene wifi.
bug	Eso de la superposición de pantalla no me deja hacer nada,no tengo los permisos y no puedo activarlos ayuda!😠
comment	Habitaciones modernas e impecables, cama cómoda y atención inmejorable.
comment	El bar Hemingway es espectacular y el cordero en el restaurant es de lujo,la cama de la habitacion muy cómoda y el personal lo mejor,la ubicación espectacular,mi próxima estancia por supuesto será allí
comment	EL desayuno es muy completo.
comment	Sencillo.
complaint	Mensualmente me descuentan el valor y resulta que cada vez y cuando toca descargar lo que ya tengo en mi lista sin conexión.
comment	céntrico y con mucho encanto.
comment	muy limpio todo.
complaint	Esta aplicación pesa más de lo que sirve, se demora en cargar, lo mensajes no llegan como se envía y peor si es un vídeo.
comment	Hotel 100 x 100 recomendablenEl desayuno muy variado y de buena calidad.
comment	Me gustó especialmente el trato del personal.
comment	La habitación muy grande tipo apartamento, la limpieza y la ubicación del hotel
comment	Muy útil para pedir taxi, siempre hay alguno cerca.
comment	Pues en general todo bien
comment	Habitación moderna, limpia, confortable y silenciosa.
complaint	Con Hailo estaba co tenta 100%.
comment	La ubicación del Hotel es muy conveniente.
bug	Inestable con algunas paginas
comment	Me encanta.
comment	Muy útil y práctica, puedes pedir el taxi tanto de inmediato como programarlo, sabes hasta el nombre del taxista y el coche y por dónde va, puedes pagar con tarjeta o efectivo y sale muy bien de precio.
complaint	Conclusión: nervios, discusiones, retrasos.
comment	Funcional.
comment	Lo mejor de lo mejor.
complaint	Cuando antes utilizaba Hailo siempre conseguía taxista al momento...
complaint	Ya probé desbloquear mi cuenta, pero no funciona.
comment	Genial por donde se lo mire.
comment	La cama comodísima , la ubicación excelente.
comment	Es un hotel de experiencias, lleno de pequeños detalles que enamoran.
comment	exelente ubicacion
comment	Excelente ubicacion, lindo hotel y buen servicio
comment	ligero
bug	me daba error
comment	Habitación muy amplia con baño excelente.
comment	Personal muy amable.
comment	Y son muy amables.
comment	Excelente hotel,
complaint	La mayoría de temas están sonando mal y no me gusta.
comment	Muy recomendable.
comment	Excelente y variado el desayuno y muy ricas las picaditas en el lobby.
comment	La ubicación del hotel es una zona segura y tranquila.
complaint	Pero de resto es bastante plano.
comment	La habitación limpia y muy buena decoración.
comment	el baño igual de cómodo y súper limpio..
complaint	Twitter y es la única forma de comunicarse y no me resolvieron nada de como hacer los cambios de domicilio o alguna solución.
request	NO LES PIDO QUE SOLUCIONEN NINGÚN PROBLEMA PORQUE TODA ESTA APP ES UN PROBLEMA.
comment	Buen colchon malas almohadas
comment	bien el desayuno y muy buena cama.
request	Por favor hagan una buena actualización, las personas están dejando de usar.
comment	Es cierto que cuando llegué a la habitación la primera impresión es que se echa de menos modernizarlo un poco, pero las habitaciones están muy limpias y lo que más me gusta....
comment	El personal del hotel excelente
comment	Muy buena localizacion.
comment	Habitaciones amplias, con hidromasaje.
comment	Ubicado en un punto estrategico de la ciudad con muchas opciones para disfrutar
comment	Todo, segunda vez que me quedo en este hotel y cuando vuelva a Lima de todas maneras lo elegiré denuevo.
comment	Habitación amplia, lo mas destacado del hotel es su 9 piso, con una pileta climatizada techada con una vista increíble, una sauna seco amplia y un hidromajes muy amplio con el agua temperatura justa para estas épocas del año y con vistas a Puerto Madero, precioso!
comment	El desayuno impecable con amplia variedad, muy buenas las medialunas y el cafe express preparado en el momento.
comment	Muy recomendable.
comment	La aplicación es muy buena...
comment	Nota: Hay que tener derechos administrativos sobre el archivo para poder guardarlo
complaint	ODIO MESSENGER.
comment	El personal del hotel era muy agradable, simpático y servicial, el servicio pasaba dos veces al día para hacer la habitación.
comment	Muy buenas instalaciones y limpio.
comment	Los mejor de este hotel es la ubicación, sin dudas.
comment	Me encanto la atención, las instalaciones y todo en general.
comment	Hotel ideal para turistas, se encuentra en pleno centro de la ciudad de Buenos Aires.
comment	El restoran, increíble.
comment	Sin duda volveremos a alojarnos en el hotel y lo recomendáremos.
comment	Muy nuevo.
complaint	No desprestigio esta aplicación solo que no me deja enviar ni oír los audios,tampoco puedo poner reacciones en mensajes o imágenes siempre se pone en negro la pantalla en si es genial la aplicación pero eso me molesta.
comment	Estos gestos marcan la diferencia.
comment	El personal muy amable y predispuesto.
complaint	Horrible, reciendo actualize y la camara se sigue viendo muy ANCHA!!! horrible, asi no se puede usar la app, que triste
comment	Comodo.
comment	Nada, todo esta muy bien.
comment	Es un modelo arquitectónico en las habitaciones que te hacen sentir en casa.
comment	Los desayunos fantásticos.
comment	Volvería sin duda.
comment	Repetimos seguro!
comment	Excelente actitud de todos. 10 puntos.
comment	Es una aplicación buena y vale la pena tenerla ..y igual que Facebook..
comment	El desayuno, si bien es bueno y sabroso, podría tener más variedad.
comment	El área de pileta y gimnasio excelente!!! El desayuno...soberbio y la atención esmerada hace que sientas ganas de regresar pronto.
comment	Ubicacion, limpieza y servicio en general
comment	Todo! Ubicación, muy completo desayuno, personal muy atento en todo momento.
comment	Calidez y amabilidad del personal.
comment	En general buena atencion
comment	El desayuno es excelente.
comment	Calidad-precio excelente con una ubicación muy buena.
comment	Es un hotel de gran calidad, decoración minimalista y muy bonita.
complaint	ES FASTIDIOSO!!! Siempre me pasa lo mismo ...
comment	Amabilidad del personal Cama muy cómoda factible de regular en cabecera y pies según necesidad.
comment	UBICACIÓN, AMPLITUD APARTAMENTO.
comment	Muy útil en situaciones críticas de arranque del equipo.
comment	Es el primer hotel con placards amplios en la habitación.
comment	Muy rico desayuno.
comment	Ubicacion, estilo y desalluno
comment	desayuno bastante completo y la amabilidad del personal es lo más destacado.
comment	Excelente relacion precio calidad, excelente la atencion del personal.
comment	la habitación .la cama muy cómoda .
comment	Aunque se escucha un poco de ruido de los aviones se puede descansar bien.
comment	El desayuno variado.
comment	Buen equipamiento en las habitaciones, limpieza y calidad.
complaint	Descargo todas mis canciones para escucharlas sin Internet pero, al momento de ir a la app la sesión esta cerrada y mis canciones sin descargar! ¿Alguien tiene la solución?
comment	Es un hotel lujoso con sea.
comment	Me ha gustado mucho el hotel, el personal, el gym esta correcto y suficiente, no pude hacer uso de la piscina pero esta limpia y la zona parece agradable.
comment	La decoración, el confort, la atención del personal.
comment	Solo agradecimiento a su staff.
comment	Los mangos, excelentes!!!
complaint	Comienzo a dudar si quiero seguir con esta aplicación por que prometen mucho y no lo dan.
comment	El hotel está genial ubicado, en pleno centro de MAdrid.
comment	Me gustó mucho el sitio, estaba muy bien ubicado y la habitación era muy cómoda.
comment	muy buen tamaño de las habitaciones excelente atención el desayuno es correcto
comment	Aparte que tiene los botones necesarios para navegar
comment	La atención del personal muy buena en todo momento, así como el upgrade que me ofrecieron.
comment	La atencion del personal es excelente y siempre dispuestos a ayudar.
comment	A pesar de estar en el centro la habitación en la que estuvimos era muy tranquila.
complaint	Lo peor es que no responden sus redes sociales ni blog de ayuda en la web.
comment	Todo el personal excelente, las habitaciones muy cómodas y limpias.
complaint	El servicio de los conductores es pésimo, me dejan tirado cada dos por tres, me cancelan prereservas cinco minutos antes y cuando intento pedir otro taxi a los q se lo asignan me lo cancelan.
comment	En líneas generales estoy agradecido a La aplicación.
comment	Recomendable 100%!
comment	Excelente lugar, el personal muy amable y servicial.
comment	PERSONAL, gentil y dispuesto!!!
comment	Habitación y entorno
comment	Además tiene un bar Restaurant muy bonito y unas zonas de estar tipo living muy cómodas y con mucho encanto.
comment	El desayuno, el hall central del hotel con su maravillosa cúpula.
request	Solo quiero que me solucionen eso.
comment	También me pareció muy bueno el servicio de desayuno y la atención del bar.
comment	La zona muy segura y con bastantes restaurantes muy buenos cerca.
complaint	No tengo Premium pero aún así antes funcionaba mejor.
comment	El sushi muy bueno La atención del personal de primera.
comment	TODO FUE MUY BIEN
comment	Las camas muy grandes y buen colchón y sábanas muy confortable
comment	La ubicación es muy buena.
complaint	Me está fallando trato de abrirla y solo parpadea y se cierra
comment	Tina pertecta... Cama confortable...
complaint	Enserio que es una de las nuevas peores aplicaciones en mi lista! Odio que este tan pesada esta app al igual que facebook, dejen de actualizarla lo único que hacen es empeorar messenger, por cierto, regresen los emojis de antes, detesto estos nuevos.
request	La verdad no me dejas poner el filtro de perrito,etc la verdad arreglenlo por FA así le doy 5 estrellas
comment	El desayuno es muy rico y súper variado.
comment	El desayuno muy variado y completo.
comment	Desayuno y trato excelentes.
bug	Me dice que en estos momentos no se puede crear la cuenta para ser parte del snap ..
comment	Lo mejor es la ubicación....
comment	Aparte detrás del hotel hay un barrio lleno de restaurantes tradicionales donde se come muy bien y economico.
comment	El desayuno es muy bueno y las instalaciones excelentes
complaint	Sí pudiera dar menos de una estrella lo haría.
comment	Fuimos solamente una noche pero la verdad todo estuvo muy lindo.
comment	muy buen ubicado.
comment	Recomendado.
comment	El desayuno muy correcto y las instalaciones nuevas.
comment	Buena
comment	la cama era perfecta
comment	la cama muy comoda.
comment	Excelente ubicación, metro a 50 mts, y gran variedad de restaurentes para elegir.
comment	Bien ubicado en el centro de la ciudad y con opciones muy variadas en el restaurante.
comment	Nos vemos pronto.
complaint	Basura, muy decepcionado con Spotify
comment	La pileta, el solarium muy lindos.
comment	Excelente ubicación del hotel.
comment	Feliz volvería al hotel.
comment	Todo es excelente.
comment	El personal de recepción es muy amable y ofrece información.
comment	Es un hotel muy céntrico y salvo algún problema estructural muy recomendable.
complaint	Muy mal, si no quiero no la uso y punto.
comment	Buena jugabilidad
comment	Recomendable
comment	Destacamos en especial la consejería personalizada, atenta y muy especial.
comment	Super recomendable.
comment	A ganado algo en velocidad
comment	Habitaciones amplias, iluminadas, tranquila la zona !!! Excelente atencion, nos facilitaron paraguas, tarjeta sube y nos contactaron por una netbook olvidada !!! Lo elegiria siempre.
complaint	No hay reclamación posible.
comment	Y el desayuno en sí es completísimo.
comment	hermosa vista ...
comment	La habitación muy cómoda,salvo que daba a la calle y se escuchaban mucho los ruidos!
comment	Las instalaciones y el spa
comment	Mi enhorabuena.
comment	Estupendo hotel que recomiendo 100%.
complaint	Además es un quilombo encontrar ayuda en línea para ese problema y es inaceptable ya que estas pagando por un servicio que en definitiva es malo.
comment	El apartamento perfecto para viajar en familia
comment	Mucho lujo, estilo y buen gusto.
comment	Buen desayuno buffette.
comment	Ubicacion y confort
bug	Se desparece el waz
request	Horrible!!! Contra más actualizaciones peor funciona!! No puedo hacer ni una triste foto!! Arreglarlo yaaaa!!
comment	Interfaz grafica poco desarrollada pero muy funcional y sencilla
comment	Todo estuvo bien
comment	Es un hotel moderno, muy bien tenido.
comment	Solo un hotel común.
comment	Además el precio inmejorable.
comment	Muy buen ubicado.
comment	Habitacion muy comoda y espaciosa.
comment	Buena atención.
comment	El hotel está en pleno centro de Valencia, lo que permite ir paseando a cualquier sitio y acceder a todos los servicios de la ciudad.
complaint	No se si ¿es mi celu o la aplicación?
comment	Calidad del hotel de 4 estrellas, super limpio, personal muy amable, desayuno excelente y perfecta ubicacion, en frente de un centro comercial.
comment	Es la aplicación que mas uso, y es absolutamente perfecta, cuando empezó tenia muchas taras y daba fallos.
request	Ayuda por favor Ya no se que hacer
comment	Muy buena ubicación, cercano a restaurantes y bares
comment	Excelente todo.
comment	Todo bien
comment	Excelente atención del personal
comment	El cuarto era de excelente calidad, la cama genial, el baño divino.
comment	Maravillosa estancia.
complaint	Mejoren la función o mejor quitenla es molesta.
comment	Además, Regalan cócteles de bienvenida.
comment	Baño con jacuzzi Piscina temperada.
comment	El lugar es precioso, un sueño.
comment	Las instalaciones modernas, el desayuno muy completo y el personal atento hicieron muy grata la estadía.
comment	excelente atención ..
comment	La cama y el jacuzzi
complaint	Seguimos mal y todavía peor ,ahora con datos no pasa a la siguiente canción y se traba, y a ver genios si ya van quitando su maldito botón de cerrar a lado del de cambiar de canción, es verdaderamente molesto querer cambiar de canción y que se cierre la aplicación, solo este mes que acabe la suscripción y cancelo y desinstalo su pésimo servicio
comment	Conviene tener este cd en tu colección de discos porque puedes recuperar el particiones dañadas, entre otras muchas opcines
comment	Muy bonito y buena atención!
comment	el desayuno excelente la ubicacion muy buena
complaint	pero no me funciona bien
comment	Ubicación excelente
comment	El personal es muy amable y las habitaciones confortables.
request	aaa y pongan el sonido del mensaje q t mandan tus amigos mas fuerte por q se escucha una miardita apenas y se escucha y yo le tengo todo el volumen fuerte y nada agan algo....
complaint	Terrible.
comment	Es nuevo, moderno y rapido en el check in y out.
comment	Me gusto mucho, repetiré cuando vuelva a la ciudad, relación costos vs Beneficio bastante buena y me encanto el tema de manejo del ambiente.
comment	La ubicación es perfecta, cerca de todo y aún así es muy tranquilo.
comment	Cama super cómoda. Hermoso lugar. Muy servicial
complaint	La desinstalo definitivamente.
comment	buena atención en el restaurante, con amplia variedad de alimentos.
comment	Bar y restaurante acogedor y bueno.
comment	Excelente hotel. Ubicación, confort y diseño.
comment	Amplio, bien equipo y limpio.
comment	Muy buen hotel.
comment	Volveria muchas veces.
meaningless	El porqué creo que te lo imaginas
